# APPENDIX A

SAN FRANCISCO - cont.
January 1, 2004

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 12. | $3,687 | $21.19 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 13. | $3,734 | $21.46 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 14. | $3,782 | $21.74 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 15. | $3,826 | $21.99 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 16. | $3,875 | $22.27 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 17. | $3,925 | $22.56 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 18. | $3,973 | $22.83 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 19. | $4,024 | $23.13 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 20. | $4,072 | $23.40 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 21. | $4,125 | $23.71 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 22. | $4,177 | $24.01 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 23. | $4,228 | $24.30 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8989 | TECHNOLOGIST, CYTO, TRAINEE | 24. | $4,281 | $24.60 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 1. | $4,591 | $26.39 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 2. | $4,648 | $26.71 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 3. | $4,707 | $27.05 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 4. | $4,766 | $27.39 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 5. | $4,825 | $27.73 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 6. | $4,885 | $28.07 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 7. | $4,946 | $28.43 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 8. | $5,008 | $28.78 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 9. | $5,071 | $29.14 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 10. | $5,136 | $29.52 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 11. | $5,198 | $29.87 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 12. | $5,263 | $30.25 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 13. | $5,330 | $30.63 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 14. | $5,397 | $31.02 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 15. | $5,463 | $31.40 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 16. | $5,531 | $31.79 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 17. | $5,601 | $32.19 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 18. | $5,670 | $32.59 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 19. | $5,742 | $33.00 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 20. | $5,813 | $33.41 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 21. | $5,888 | $33.84 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 22. | $5,961 | $34.26 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 23. | $6,036 | $34.69 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 24. | $6,110 | $35.11 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 25. | $6,183 | $35.53 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9057 | HISTOTECHNOLOGIST, LEAD | 26. | $6,264 | $36.00 | $3.00 | $4.50 | $1.50 | 50% | | |

- 170 -
