## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 012 | 8976 | TECHNICIAN, HOSPITAL LAB, I | 24. | $4,281 | $24.60 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8980 | TECHNICIAN, HOSPITAL LAB I,PD | 1. | $4,954 | $28.47 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8984 | HOSP. LAB. TECH. III, P.D. | 1. | $6,341 | $36.44 | $3.00 | $4.50 | $1.00 | 50% | $5 | $4 |
| 012 | 8985 | HOSP. LAB. TECH. II, P.D. | 1. | $5,699 | $32.75 | $3.00 | $4.50 | $1.00 | 50% | $5 | $4 |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 1. | $3,691 | $21.21 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 2. | $3,739 | $21.49 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 3. | $3,785 | $21.75 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 4. | $3,834 | $22.03 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 5. | $3,878 | $22.29 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 6. | $3,928 | $22.57 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 7. | $3,976 | $22.85 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 8. | $4,027 | $23.14 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 9. | $4,075 | $23.42 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 10. | $4,129 | $23.73 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 11. | $4,181 | $24.03 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 12. | $4,233 | $24.33 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 13. | $4,285 | $24.63 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 14. | $4,338 | $24.93 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 15. | $4,393 | $25.25 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 16. | $4,446 | $25.55 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 17. | $4,503 | $25.88 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | 18. | $4,558 | $26.20 | $2.25 | $3.75 | $1.25 | 50% | | |

- 135 -
