| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 8. | $4,851 | $27.88 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 9. | $4,911 | $28.22 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 10. | $4,971 | $28.57 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 11. | $5,035 | $28.94 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 12. | $5,098 | $29.30 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 13. | $5,163 | $29.67 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 14. | $5,228 | $30.05 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 15. | $5,294 | $30.43 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 16. | $5,358 | $30.79 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 17. | $5,426 | $31.18 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 18. | $5,493 | $31.57 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 19. | $5,562 | $31.97 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 20. | $5,632 | $32.37 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 21. | $5,702 | $32.77 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 22. | $5,773 | $33.18 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 23. | $5,848 | $33.61 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 24. | $5,919 | $34.02 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 1. | $4,053 | $23.29 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 2. | $4,102 | $23.57 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 3. | $4,154 | $23.87 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 4. | $4,209 | $24.19 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 5. | $4,260 | $24.48 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 6. | $4,313 | $24.79 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 7. | $4,368 | $25.10 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 8. | $4,423 | $25.42 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 9. | $4,477 | $25.73 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 10. | $4,532 | $26.05 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 11. | $4,588 | $26.37 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 12. | $4,646 | $26.70 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 13. | $4,705 | $27.04 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 14. | $4,764 | $27.38 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 15. | $4,824 | $27.72 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 16. | $4,885 | $28.07 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 17. | $4,944 | $28.41 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 18. | $5,006 | $28.77 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 19. | $5,067 | $29.12 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 20. | $5,132 | $29.49 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 21. | $5,196 | $29.86 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 22. | $5,261 | $30.24 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 23. | $5,326 | $30.61 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | 24. | $5,393 | $30.99 | $2.25 | $3.75 | $1.25 | 50% | $5 | |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | 1. | $3,691 | $21.21 | $2.25 | $3.75 | $1.25 | 50% | $5 | $4 |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | 2. | $3,739 | $21.49 | $2.25 | $3.75 | $1.25 | 50% | $5 | $4 |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | 3. | $3,785 | $21.75 | $2.25 | $3.75 | $1.25 | 50% | $5 | $4 |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | 4. | $3,834 | $22.03 | $2.25 | $3.75 | $1.25 | 50% | $5 | $4 |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | 5. | $3,878 | $22.29 | $2.25 | $3.75 | $1.25 | 50% | $5 | $4 |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | 6. | $3,928 | $22.57 | $2.25 | $3.75 | $1.25 | 50% | $5 | $4 |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | 7. | $3,976 | $22.85 | $2.25 | $3.75 | $1.25 | 50% | $5 | $4 |

- 134 -
