## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 019 | 8673 | MECHANICIAN, LAB-MED FAC | 19. | $4,308 | $24.76 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8673 | MECHANICIAN, LAB-MED FAC | 20. | $4,365 | $25.09 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8673 | MECHANICIAN, LAB-MED FAC | 21. | $4,420 | $25.40 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8673 | MECHANICIAN, LAB-MED FAC | 22. | $4,473 | $25.71 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8673 | MECHANICIAN, LAB-MED FAC | 23. | $4,528 | $26.02 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8673 | MECHANICIAN, LAB-MED FAC | 24. | $4,584 | $26.34 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 1. | $2,999 | $17.24 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 2. | $3,035 | $17.44 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 3. | $3,074 | $17.67 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 4. | $3,111 | $17.88 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 5. | $3,152 | $18.11 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 6. | $3,190 | $18.33 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 7. | $3,230 | $18.56 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 8. | $3,268 | $18.78 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 9. | $3,311 | $19.03 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 10. | $3,355 | $19.28 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | 11. | $3,394 | $19.51 | $2.00 | $3.25 | $1.00 | | | |

- 161 -
