## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 2. | $5,687 | $32.68 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 3. | $5,760 | $33.10 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 4. | $5,831 | $33.51 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 5. | $5,905 | $33.94 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 6. | $5,979 | $34.36 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 7. | $6,054 | $34.79 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 8. | $6,130 | $35.23 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 9. | $6,206 | $35.67 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 10. | $6,284 | $36.11 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 11. | $6,361 | $36.56 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 12. | $6,440 | $37.01 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 13. | $6,521 | $37.48 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 14. | $6,602 | $37.94 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 15. | $6,685 | $38.42 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 16. | $6,769 | $38.90 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 17. | $6,853 | $39.39 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 18. | $6,939 | $39.88 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 19. | $7,026 | $40.38 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 20. | $7,113 | $40.88 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 21. | $7,202 | $41.39 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 22. | $7,292 | $41.91 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 23. | $7,383 | $42.43 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 24. | $7,476 | $42.97 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | 25. | $7,568 | $43.49 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 1. | $5,106 | $29.34 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 2. | $5,170 | $29.71 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 3. | $5,235 | $30.09 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 4. | $5,299 | $30.45 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 5. | $5,366 | $30.84 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 6. | $5,434 | $31.23 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 7. | $5,502 | $31.62 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 8. | $5,572 | $32.02 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 9. | $5,640 | $32.41 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 10. | $5,709 | $32.81 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 11. | $5,780 | $33.22 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 12. | $5,855 | $33.65 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 13. | $5,926 | $34.06 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 14. | $6,002 | $34.49 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 15. | $6,076 | $34.92 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 16. | $6,153 | $35.36 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 17. | $6,230 | $35.80 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 18. | $6,308 | $36.25 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 19. | $6,386 | $36.70 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 20. | $6,466 | $37.16 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 21. | $6,547 | $37.63 | $3.00 | $4.50 | $1.50 | 50% | | |

- 144 -
