## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 1. | $5,652 | $32.48 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 2. | $5,723 | $32.89 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 3. | $5,796 | $33.31 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 4. | $5,867 | $33.72 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 5. | $5,940 | $34.14 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 6. | $6,014 | $34.56 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 7. | $6,088 | $34.99 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 8. | $6,166 | $35.44 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 9. | $6,241 | $35.87 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 10. | $6,322 | $36.33 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 11. | $6,399 | $36.78 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 12. | $6,481 | $37.25 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 13. | $6,562 | $37.71 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 14. | $6,642 | $38.17 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 15. | $6,726 | $38.66 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 16. | $6,812 | $39.15 | $3.00 | $4.50 | $1.50 | 50% | | |

- 141 -
