## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 16. | $4,825 | $27.73 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 17. | $4,887 | $28.09 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 18. | $4,947 | $28.43 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 19. | $5,009 | $28.79 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 20. | $5,070 | $29.14 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 21. | $5,134 | $29.51 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 22. | $5,197 | $29.87 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 23. | $5,262 | $30.24 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 24. | $5,328 | $30.62 | $3.00 | $4.50 | $1.50 | | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | 1. | $2,836 | $16.30 | $2.00 | $3.25 | $1.00 | | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | 2. | $2,872 | $16.51 | $2.00 | $3.25 | $1.00 | | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | 3. | $2,908 | $16.71 | $2.00 | $3.25 | $1.00 | | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | 4. | $2,944 | $16.92 | $2.00 | $3.25 | $1.00 | | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | 5. | $2,979 | $17.12 | $2.00 | $3.25 | $1.00 | | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | 6. | $3,017 | $17.34 | $2.00 | $3.25 | $1.00 | | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | 7. | $3,056 | $17.56 | $2.00 | $3.25 | $1.00 | | | |

- 165 -
