# APPENDIX A

| 033 | 8947 | CERT OCCUP THERAPY ASST III | 5. | $3,857 | $22.17 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 6. | $3,906 | $22.45 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 7. | $3,954 | $22.72 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 8. | $4,004 | $23.01 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 9. | $4,053 | $23.29 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 10. | $4,102 | $23.57 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 11. | $4,157 | $23.89 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 12. | $4,209 | $24.19 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 13. | $4,260 | $24.48 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 14. | $4,313 | $24.79 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 15. | $4,368 | $25.10 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 16. | $4,423 | $25.42 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 17. | $4,477 | $25.73 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 18. | $4,534 | $26.06 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 19. | $4,591 | $26.39 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 20. | $4,646 | $26.70 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 21. | $4,705 | $27.04 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 22. | $4,764 | $27.38 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 23. | $4,825 | $27.73 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 24. | $4,885 | $28.07 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 1. | $3,280 | $18.85 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 2. | $3,320 | $19.08 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 3. | $3,361 | $19.32 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 4. | $3,404 | $19.56 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 5. | $3,447 | $19.81 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 6. | $3,491 | $20.06 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 7. | $3,533 | $20.30 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 8. | $3,578 | $20.56 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 9. | $3,622 | $20.82 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 10. | $3,667 | $21.07 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 11. | $3,714 | $21.34 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 12. | $3,759 | $21.60 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 13. | $3,807 | $21.88 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 14. | $3,854 | $22.15 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 15. | $3,904 | $22.44 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 16. | $3,950 | $22.70 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 17. | $4,000 | $22.99 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 18. | $4,052 | $23.29 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 19. | $4,101 | $23.57 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 20. | $4,152 | $23.86 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 21. | $4,206 | $24.17 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 22. | $4,256 | $24.46 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 23. | $4,311 | $24.78 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8948 | CERT OCCUP THERAPY ASST II | 24. | $4,365 | $25.09 | $2.25 | $3.75 | $1.25 | 50% | | |

- 168 -
