## APPENDIX A

SAN FRANCISCO – cont.
January 1, 2004

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 12. | $3,121 | $17.94 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 13. | $3,161 | $18.17 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 14. | $3,199 | $18.39 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 15. | $3,241 | $18.63 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 16. | $3,282 | $18.86 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 17. | $3,322 | $19.09 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 18. | $3,363 | $19.33 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 19. | $3,404 | $19.56 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 20. | $3,447 | $19.81 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 21. | $3,491 | $20.06 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 22. | $3,533 | $20.30 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 23. | $3,578 | $20.56 | $2.25 | $3.75 | $1.25 | | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | 24. | $3,624 | $20.83 | $2.25 | $3.75 | $1.25 | | | |

- 126 -
