## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | $3,948 | $22.69 | $4,921 | $28.28 | $5,893 | $33.87 | $2.02 | $3.03 | | $6.35 | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | $3,762 | $21.62 | $4,658 | $26.77 | $5,554 | $31.92 | $1.84 | $2.76 | | $6.35 | | |
| 014 | 8967 | TECHNOLOGIST, ULTRASOUND | $3,423 | $19.67 | $4,329 | $24.88 | $5,236 | $30.09 | $1.67 | $2.51 | | $6.35 | | |
| 014 | 8968 | TECHNOLOGIST,U/S,SR,PER DIEM | | $30.11 | | | | | $1.84 | $2.76 | | $6.35 | | |
| 014 | 8979 | TECHNICIAN, NUCLEAR MED, SR | $2,967 | $17.05 | $3,490 | $20.06 | $4,012 | $23.06 | $1.45 | $2.17 | | $4.53 | | |
| 014 | 9007 | DOSIMETRIST, SR | $6,532 | $37.54 | $7,468 | $42.92 | $8,402 | $48.29 | $2.75 | $4.00 | | $7.65 | | |
| 014 | 9011 | TECHNOLOGIST,RAD THPY,ASSO,CHI | $6,221 | $35.75 | $7,189 | $41.32 | $8,157 | $46.88 | $2.75 | $4.00 | | $7.65 | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | $5,899 | $33.90 | $6,794 | $39.05 | $7,689 | $44.19 | $2.75 | $4.00 | | $7.65 | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | $5,020 | $28.85 | $5,926 | $34.06 | $6,831 | $39.26 | $2.75 | $4.00 | | $7.65 | | |
| 014 | 9014 | TECHNOLOGIST,RAD THPY,TRAINEE | $4,002 | $23.00 | $4,948 | $28.44 | $5,893 | $33.87 | $1.84 | $2.76 | | $5.75 | | |
| 014 | 9015 | TECHNOLOGIST,RAD THPY,PER DIEM | $7,454 | $42.84 | $8,164 | $46.92 | $8,874 | $51.00 | $2.75 | $4.00 | | $7.65 | | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | $3,872 | $22.25 | $4,554 | $26.17 | $5,236 | $30.09 | $1.75 | $2.63 | | $6.35 | | |
| 014 | 9022 | TECHNOLOGIST, RADIOLOGIC, SR | $3,591 | $20.64 | $4,263 | $24.50 | $4,935 | $28.36 | $1.67 | $2.51 | | $6.35 | | |
| 014 | 9023 | TECHNOLOGIST,RADIOLOGIC | $3,358 | $19.30 | $4,005 | $23.02 | $4,651 | $26.73 | $1.52 | $2.28 | | $6.35 | | |

- 106 -
