# APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 5. | $4,260 | $24.48 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 6. | $4,313 | $24.79 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 7. | $4,368 | $25.10 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 8. | $4,423 | $25.42 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 9. | $4,477 | $25.73 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 10. | $4,532 | $26.05 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 11. | $4,588 | $26.37 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 12. | $4,646 | $26.70 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 13. | $4,705 | $27.04 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 14. | $4,764 | $27.38 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 15. | $4,824 | $27.72 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 16. | $4,885 | $28.07 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 17. | $4,944 | $28.41 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 18. | $5,006 | $28.77 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 19. | $5,067 | $29.12 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 20. | $5,132 | $29.49 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 21. | $5,196 | $29.86 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 22. | $5,261 | $30.24 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 23. | $5,326 | $30.61 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8987 | TECHNOLOGIST CYTOGENETIC II | 24. | $5,393 | $30.99 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 1. | $3,691 | $21.21 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 2. | $3,739 | $21.49 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 3. | $3,785 | $21.75 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 4. | $3,834 | $22.03 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 5. | $3,878 | $22.29 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 6. | $3,928 | $22.57 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 7. | $3,976 | $22.85 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 8. | $4,027 | $23.14 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 9. | $4,075 | $23.42 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 10. | $4,129 | $23.73 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 11. | $4,181 | $24.03 | $3.00 | $4.50 | $1.50 | | | |
| 034 | 8988 | TECHNOLOGIST, CYTOGENETIC I | 12. | $4,233 | $24.33 | $3.00 | $4.50 | $1.50 | | | |

- 169 -
